date,account,asset_symbol,asset_type,sector,units_held,unit_price,market_value,roi,dividend,annualized_roi,holding_days
2023-09-15,Account C,VFINX,mutual fund,Finance,48.45,706.68,34238.65,0.27,3.38,27.0,620
2023-10-02,Account C,VFINX,stock,Finance,15.78,323.04,5097.57,-0.05,0.47,-5.0,603
2023-08-11,Account C,VFINX,crypto,Tech,8.05,201.76,1624.17,0.01,0.0,1.0,655
2023-03-28,Account C,VFINX,mutual fund,Consumer,39.98,255.01,10195.3,-0.13,3.22,-13.0,791
2023-02-10,Account C,VTSAX,crypto,Finance,10.66,191.53,2041.71,-0.12,0.0,-12.0,837
2023-09-10,Account C,VTSAX,crypto,Consumer,46.26,1241.13,57414.67,-0.02,0.0,-2.0,625
2023-10-11,Account C,VTSAX,mutual fund,Tech,33.14,829.05,27474.72,0.14,3.41,14.000000000000002,594
2023-06-09,Account C,VTSAX,mutual fund,Finance,31.81,435.85,13864.39,-0.18,2.28,-18.0,718
2023-12-12,Account C,VTSAX,crypto,Tech,44.66,875.77,39111.89,0.22,0.0,22.0,532
2023-09-27,Account C,VTSAX,mutual fund,Consumer,49.59,287.24,14244.23,0.15,3.37,15.0,608
2023-03-23,Account C,VTSAX,crypto,Healthcare,49.02,1479.12,72506.46,0.14,0.0,14.000000000000002,796
2023-08-30,Account C,VTSAX,stock,Healthcare,12.94,1207.91,15630.36,-0.15,3.9,-15.0,636
2023-07-16,Account C,VTSAX,crypto,Energy,45.6,605.11,27593.02,0.12,0.0,12.0,681
2023-06-24,Account C,VTSAX,mutual fund,Energy,22.08,684.76,15119.5,-0.04,3.81,-4.0,703
2023-07-04,Account C,VTSAX,mutual fund,Consumer,46.87,1414.09,66278.4,-0.11,4.37,-11.0,693
2023-04-09,Account C,VTSAX,stock,Tech,37.13,416.61,15468.73,-0.17,1.34,-17.0,779
2023-03-01,Account C,VTSAX,mutual fund,Finance,45.7,968.11,44242.63,0.16,1.29,16.0,818
2023-04-08,Account C,VTSAX,stock,Finance,36.25,90.78,3290.78,-0.01,3.13,-1.0,780
2023-05-17,Account C,VTSAX,mutual fund,Tech,8.16,1243.36,10145.82,-0.08,3.26,-8.0,741
2023-10-23,Account C,VTSAX,crypto,Consumer,20.85,914.26,19062.32,-0.15,0.0,-15.0,582
2023-09-16,Account C,VTSAX,crypto,Tech,1.83,1368.87,2505.03,-0.07,0.0,-7.000000000000001,619
2023-09-12,Account C,VTSAX,crypto,Healthcare,41.16,1499.06,61701.31,-0.09,0.0,-9.0,623
2023-02-15,Account C,VTSAX,stock,Tech,13.99,1011.15,14145.99,0.28,4.58,28.000000000000004,832
2023-12-26,Account C,VTSAX,mutual fund,Finance,25.64,1202.91,30842.61,-0.13,4.89,-13.0,518
2023-05-18,Account C,VTSAX,stock,Energy,48.25,287.41,13867.53,-0.05,0.5,-5.0,740
2023-01-25,Account C,VTSAX,crypto,Consumer,14.31,1233.14,17646.23,-0.01,0.0,-1.0,853
2023-03-26,Account C,VTSAX,crypto,Healthcare,5.33,546.23,2911.41,0.29,0.0,28.999999999999996,793
2023-08-21,Account C,VTSAX,crypto,Finance,31.85,653.43,20811.75,-0.12,0.0,-12.0,645
2023-07-08,Account C,VTSAX,mutual fund,Healthcare,49.32,1240.23,61168.14,-0.06,0.35,-6.0,689
2023-01-22,Account C,VTSAX,stock,Energy,3.77,224.55,846.55,0.09,4.64,9.0,856
2023-05-26,Account C,VTSAX,crypto,Consumer,25.34,1272.27,32239.32,0.02,0.0,2.0,732
2023-11-21,Account C,VTSAX,stock,Healthcare,35.72,1111.22,39692.78,-0.11,1.81,-11.0,553
2023-11-13,Account C,VTSAX,crypto,Healthcare,32.23,152.51,4915.4,-0.02,0.0,-2.0,561
2023-09-24,Account C,VTSAX,mutual fund,Finance,27.21,1494.53,40666.16,0.04,4.08,4.0,611
2023-04-19,Account C,VTSAX,stock,Healthcare,22.17,1204.77,26709.75,0.1,4.43,10.0,769
2023-10-28,Account C,VTSAX,stock,Tech,21.14,926.24,19580.71,0.12,2.09,12.0,577
2023-11-17,Account C,VTSAX,mutual fund,Finance,8.07,185.66,1498.28,-0.19,4.37,-19.0,557
2023-07-09,Account C,VTSAX,crypto,Healthcare,12.59,356.68,4490.6,0.17,0.0,17.0,688
2023-04-12,Account C,VTSAX,stock,Energy,16.68,783.76,13073.12,-0.12,4.8,-12.0,776
2023-05-24,Account C,VTSAX,crypto,Consumer,42.73,1302.49,55655.4,0.0,0.0,0.0,734
2023-07-30,Account C,VTSAX,mutual fund,Finance,38.36,258.62,9920.66,-0.2,0.1,-20.0,667
2023-05-10,Account C,VTSAX,mutual fund,Tech,29.74,710.32,21124.92,0.06,0.04,6.0,748
2023-11-01,Account C,VTSAX,mutual fund,Tech,21.71,1091.2,23689.95,0.02,3.66,2.0,573
2023-08-19,Account C,VTSAX,crypto,Finance,12.42,1229.06,15264.93,0.09,0.0,9.0,647
2023-02-20,Account C,VTSAX,crypto,Tech,11.33,393.24,4455.41,0.11,0.0,11.0,827
2023-08-29,Account C,VTSAX,mutual fund,Tech,41.67,652.66,27196.34,-0.07,4.34,-7.000000000000001,637
2023-12-30,Account C,VTSAX,crypto,Healthcare,33.79,699.72,23643.54,0.04,0.0,4.0,514
2023-11-05,Account C,VTSAX,mutual fund,Healthcare,11.01,958.86,10557.05,-0.02,4.98,-2.0,569
2023-07-19,Account C,VTSAX,mutual fund,Tech,24.53,754.53,18508.62,0.08,4.58,8.0,678
2023-05-14,Account C,VTSAX,stock,Energy,40.24,704.14,28334.59,0.16,2.93,16.0,744
2023-09-02,Account C,VTSAX,mutual fund,Finance,25.13,328.86,8264.25,0.03,1.23,3.0,633
2023-02-13,Account C,VTSAX,crypto,Consumer,45.83,536.34,24580.46,0.28,0.0,28.000000000000004,834
2023-01-29,Account C,VTSAX,stock,Tech,27.12,965.74,26190.87,0.07,0.65,7.000000000000001,849
2023-02-28,Account C,VTSAX,mutual fund,Tech,19.42,193.76,3762.82,0.11,2.23,11.0,819
2023-11-23,Account C,VTSAX,crypto,Tech,39.12,369.68,14461.88,-0.12,0.0,-12.0,551
2023-07-05,Account C,VTSAX,crypto,Energy,20.91,1393.55,29139.13,0.16,0.0,16.0,692
2023-02-08,Account C,VTSAX,mutual fund,Energy,21.53,800.04,17224.86,-0.16,4.92,-16.0,839
2023-06-05,Account C,VTSAX,mutual fund,Tech,33.65,463.84,15608.22,0.09,0.55,9.0,722
2023-04-17,Account C,VTSAX,stock,Finance,48.33,303.44,14665.26,0.12,1.23,12.0,771
2023-07-25,Account C,VTSAX,mutual fund,Tech,36.16,1176.39,42538.26,0.14,3.07,14.000000000000002,672
2023-02-21,Account C,VTSAX,mutual fund,Energy,44.73,164.01,7336.17,-0.03,1.24,-3.0,826
2023-10-01,Account C,VTSAX,crypto,Consumer,49.41,614.62,30368.37,0.17,0.0,17.0,604
2023-12-14,Account C,VTSAX,stock,Tech,34.55,357.52,12352.32,-0.08,1.41,-8.0,530
2023-01-20,Account C,VTSAX,crypto,Healthcare,21.15,389.77,8243.64,-0.19,0.0,-19.0,858
